"Function","Angiogenesis","hsa-miR-10b"
"Function","Angiogenesis","hsa-miR-363"
"Function","Angiogenesis","hsa-miR-18a"
"Function","Angiogenesis","hsa-miR-21"
"Function","Angiogenesis","hsa-miR-378b"
"Function","Angiogenesis","hsa-miR-122"
"Function","Angiogenesis","hsa-miR-320e"
"Function","Angiogenesis","hsa-miR-133a-2"
"Function","Angiogenesis","hsa-miR-492"
"Function","Angiogenesis","hsa-miR-320b-2"
"Function","Angiogenesis","hsa-miR-210"
"Function","Angiogenesis","hsa-miR-15a"
"Function","Angiogenesis","hsa-miR-205"
"Function","Angiogenesis","hsa-miR-320b-1"
"Function","Angiogenesis","hsa-miR-378f"
"Function","Angiogenesis","hsa-miR-93"
"Function","Angiogenesis","hsa-miR-19a"
"Function","Angiogenesis","hsa-miR-27b"
"Function","Angiogenesis","hsa-miR-497"
"Function","Angiogenesis","hsa-miR-92a-2"
"Function","Angiogenesis","hsa-miR-296"
"Function","Angiogenesis","hsa-miR-150"
"Function","Angiogenesis","hsa-miR-378c"
"Function","Angiogenesis","hsa-miR-143"
"Function","Anti-Cell Proliferation(Hwang Etal Bjc2007)","hsa-let-7b"
"Function","Anti-Cell Proliferation(Hwang Etal Bjc2007)","hsa-miR-15a"
"Function","Anti-Cell Proliferation(Hwang Etal Bjc2007)","hsa-let-7e"
"Function","Anti-Cell Proliferation(Hwang Etal Bjc2007)","hsa-let-7i"
"Function","Anti-Cell Proliferation(Hwang Etal Bjc2007)","hsa-miR-98"
"Function","Anti-Cell Proliferation(Hwang Etal Bjc2007)","hsa-let-7c"
"Function","Anti-Cell Proliferation(Hwang Etal Bjc2007)","hsa-let-7d"
"Function","Anti-Cell Proliferation(Hwang Etal Bjc2007)","hsa-let-7g"
"Function","Antiviral Immunity","hsa-miR-23a"
"Function","Antiviral Immunity","hsa-miR-485"
"Function","Apoptosis","hsa-miR-24-1"
"Function","Apoptosis","hsa-miR-203a"
"Function","Apoptosis","hsa-miR-9-1"
"Function","Apoptosis","hsa-miR-96"
"Function","Apoptosis","hsa-miR-133b"
"Function","Apoptosis","hsa-miR-181a-1"
"Function","Apoptosis","hsa-miR-193b"
"Function","Apoptosis","hsa-miR-4497"
"Function","Apoptosis","hsa-miR-1208"
"Function","Apoptosis","hsa-miR-92a-1"
"Function","Apoptosis","hsa-miR-203b"
"Function","Apoptosis","hsa-miR-208a"
"Function","Apoptosis","hsa-miR-16-2"
"Function","Apoptosis","hsa-miR-29b-1"
"Function","Apoptosis","hsa-miR-769"
"Function","Apoptosis","hsa-miR-101-1"
"Function","Apoptosis","hsa-miR-510"
"Function","Apoptosis","hsa-miR-130a"
"Function","Apoptosis","hsa-miR-449a"
"Function","Apoptosis","hsa-miR-7-2"
"Function","Apoptosis","hsa-miR-9-2"
"Function","Apoptosis","hsa-miR-210"
"Function","Apoptosis","hsa-miR-323a"
"Function","Apoptosis","hsa-miR-135a-2"
"Function","Apoptosis","hsa-miR-1-2"
"Function","Apoptosis","hsa-miR-138-1"
"Function","Apoptosis","hsa-miR-497"
"Function","Apoptosis","hsa-miR-144"
"Function","Apoptosis","hsa-miR-155"
"Function","Apoptosis","hsa-miR-132"
"Function","Apoptosis","hsa-miR-181a-2"
"Function","Apoptosis","hsa-miR-7-1"
"Function","Apoptosis","hsa-miR-19b-1"
"Function","Apoptosis","hsa-miR-1246"
"Function","Apoptosis","hsa-miR-126"
"Function","Apoptosis","hsa-miR-7-3"
"Function","Apoptosis","hsa-miR-16-1"
"Function","Apoptosis","hsa-miR-29b-2"
"Function","Apoptosis","hsa-miR-30a"
"Function","Apoptosis","hsa-miR-650"
"Function","Apoptosis","hsa-miR-449b"
"Function","Apoptosis","hsa-miR-222"
"Function","Apoptosis","hsa-miR-26a-1"
"Function","Apoptosis","hsa-miR-326"
"Function","Apoptosis","hsa-miR-10a"
"Function","Apoptosis","hsa-miR-18a"
"Function","Apoptosis","hsa-miR-182"
"Function","Apoptosis","hsa-miR-122"
"Function","Apoptosis","hsa-miR-133a-2"
"Function","Apoptosis","hsa-miR-605"
"Function","Apoptosis","hsa-miR-195"
"Function","Apoptosis","hsa-miR-204"
"Function","Apoptosis","hsa-miR-424"
"Function","Apoptosis","hsa-miR-15a"
"Function","Apoptosis","hsa-miR-92a-2"
"Function","Apoptosis","hsa-miR-150"
"Function","Apoptosis","hsa-miR-28"
"Function","Apoptosis","hsa-miR-372"
"Function","Apoptosis","hsa-let-7g"
"Function","Apoptosis","hsa-miR-125a"
"Function","Apoptosis","hsa-miR-34b"
"Function","Apoptosis","hsa-miR-34a"
"Function","Apoptosis","hsa-miR-29c"
"Function","Apoptosis","hsa-miR-221"
"Function","Apoptosis","hsa-miR-940"
"Function","Apoptosis","hsa-miR-4516"
"Function","Apoptosis","hsa-miR-26b"
"Function","Apoptosis","hsa-miR-101-2"
"Function","Apoptosis","hsa-miR-218-2"
"Function","Apoptosis","hsa-miR-23a"
"Function","Apoptosis","hsa-miR-98"
"Function","Apoptosis","hsa-miR-19b-2"
"Function","Apoptosis","hsa-miR-30b"
"Function","Apoptosis","hsa-miR-135a-1"
"Function","Apoptosis","hsa-miR-146a"
"Function","Apoptosis","hsa-miR-30e"
"Function","Apoptosis","hsa-miR-942"
"Function","Apoptosis","hsa-miR-145"
"Function","Apoptosis","hsa-miR-370"
"Function","Apoptosis","hsa-miR-138-2"
"Function","Apoptosis","hsa-miR-421"
"Function","Apoptosis","hsa-miR-504"
"Function","Apoptosis","hsa-miR-494"
"Function","Apoptosis","hsa-miR-552"
"Function","Apoptosis","hsa-miR-216b"
"Function","Apoptosis","hsa-miR-143"
"Function","Apoptosis","hsa-miR-133a-1"
"Function","Apoptosis","hsa-let-7c"
"Function","Apoptosis","hsa-miR-551b"
"Function","Apoptosis","hsa-miR-20a"
"Function","Apoptosis","hsa-miR-193a"
"Function","Apoptosis","hsa-miR-148a"
"Function","Apoptosis","hsa-miR-17"
"Function","Apoptosis","hsa-miR-15b"
"Function","Apoptosis","hsa-miR-608"
"Function","Apoptosis","hsa-miR-34c"
"Function","Apoptosis","hsa-miR-216a"
"Function","Apoptosis","hsa-miR-323b"
"Function","Apoptosis","hsa-miR-24-2"
"Function","Apoptosis","hsa-miR-21"
"Function","Apoptosis","hsa-miR-9-3"
"Function","Apoptosis","hsa-miR-218-1"
"Function","Apoptosis","hsa-miR-29a"
"Function","Apoptosis","hsa-miR-19a"
"Function","Apoptosis","hsa-miR-26a-2"
"Function","Apoptosis","hsa-miR-27a"
"Function","Autophagy","hsa-miR-30a"
"Function","Autophagy","hsa-miR-30b"
"Function","Autophagy","hsa-miR-106b"
"Function","Autophagy","hsa-miR-382"
"Function","Autophagy","hsa-miR-144"
"Function","Autophagy","hsa-miR-320a"
"Function","Autophagy","hsa-miR-21"
"Function","Autophagy","hsa-miR-216b"
"Function","B cell differentiation","hsa-miR-628"
"Function","B cell differentiation","hsa-miR-212"
"Function","B cell differentiation","hsa-miR-548d-2"
"Function","B cell differentiation","hsa-miR-369"
"Function","B cell differentiation","hsa-miR-134"
"Function","B cell differentiation","hsa-miR-132"
"Function","B cell differentiation","hsa-miR-548d-1"
"Function","Bile Duct Proliferation","hsa-miR-124-2"
"Function","Bile Duct Proliferation","hsa-miR-124-1"
"Function","Bile Duct Proliferation","hsa-miR-124-3"
"Function","Blood-Tumor Barrier Permeability","hsa-miR-34c"
"Function","Blood-Tumor Barrier Permeability","hsa-miR-181a-2"
"Function","Blood-Tumor Barrier Permeability","hsa-miR-181a-1"
"Function","Bone Regeneration","hsa-let-7b"
"Function","Bone Regeneration","hsa-miR-24-1"
"Function","Bone Regeneration","hsa-miR-221"
"Function","Bone Regeneration","hsa-miR-337"
"Function","Bone Regeneration","hsa-miR-18b"
"Function","Bone Regeneration","hsa-miR-153-2"
"Function","Bone Regeneration","hsa-miR-17"
"Function","Bone Regeneration","hsa-miR-20b"
"Function","Bone Regeneration","hsa-miR-92a-1"
"Function","Bone Regeneration","hsa-miR-153-1"
"Function","Bone Regeneration","hsa-miR-130b"
"Function","Bone Regeneration","hsa-miR-148b"
"Function","Bone Regeneration","hsa-let-7d"
"Function","Bone Regeneration","hsa-miR-22"
"Function","Bone Regeneration","hsa-miR-34c"
"Function","Bone Regeneration","hsa-miR-1-1"
"Function","Bone Regeneration","hsa-miR-222"
"Function","Bone Regeneration","hsa-miR-24-2"
"Function","Bone Regeneration","hsa-miR-196a-2"
"Function","Bone Regeneration","hsa-miR-23b"
"Function","Bone Regeneration","hsa-miR-377"
"Function","Bone Regeneration","hsa-miR-196a-1"
"Function","Bone Regeneration","hsa-miR-210"
"Function","Bone Regeneration","hsa-miR-424"
"Function","Bone Regeneration","hsa-miR-1-2"
"Function","Bone Regeneration","hsa-miR-93"
"Function","Bone Regeneration","hsa-miR-19a"
"Function","Bone Regeneration","hsa-miR-92a-2"
"Function","Bone Regeneration","hsa-miR-155"
"Function","Bone Regeneration","hsa-miR-143"
"Function","Brain Development","hsa-miR-128-2"
"Function","Brain Development","hsa-miR-135b"
"Function","Brain Development","hsa-miR-29c"
"Function","Brain Development","hsa-miR-9-1"
"Function","Brain Development","hsa-miR-221"
"Function","Brain Development","hsa-miR-103a-2"
"Function","Brain Development","hsa-miR-20a"
"Function","Brain Development","hsa-miR-133b"
"Function","Brain Development","hsa-miR-106a"
"Function","Brain Development","hsa-miR-124-2"
"Function","Brain Development","hsa-miR-106b"
"Function","Brain Development","hsa-miR-17"
"Function","Brain Development","hsa-miR-218-2"
"Function","Brain Development","hsa-miR-1911"
"Function","Brain Development","hsa-miR-134"
"Function","Brain Development","hsa-miR-191"
"Function","Brain Development","hsa-miR-103a-1"
"Function","Brain Development","hsa-miR-124-1"
"Function","Brain Development","hsa-miR-135a-1"
"Function","Brain Development","hsa-miR-323b"
"Function","Brain Development","hsa-miR-222"
"Function","Brain Development","hsa-miR-103b-2"
"Function","Brain Development","hsa-miR-128-1"
"Function","Brain Development","hsa-miR-103b-1"
"Function","Brain Development","hsa-miR-184"
"Function","Brain Development","hsa-miR-326"
"Function","Brain Development","hsa-miR-10a"
"Function","Brain Development","hsa-miR-10b"
"Function","Brain Development","hsa-miR-9-3"
"Function","Brain Development","hsa-miR-218-1"
"Function","Brain Development","hsa-miR-9-2"
"Function","Brain Development","hsa-miR-323a"
"Function","Brain Development","hsa-miR-124-3"
"Function","Brain Development","hsa-miR-135a-2"
"Function","Brain Development","hsa-miR-155"
"Function","Brain Development","hsa-miR-192"
"Function","Carbohydrate Metabolism","hsa-miR-186"
"Function","Carbohydrate Metabolism","hsa-miR-429"
"Function","Carbohydrate Metabolism","hsa-miR-451a"
"Function","Carbohydrate Metabolism","hsa-miR-200a"
"Function","Carbohydrate Metabolism","hsa-miR-27b"
"Function","Carbohydrate Metabolism","hsa-miR-451b"
"Function","Carbohydrate Metabolism","hsa-miR-200b"
"Function","Carbohydrate Metabolism","hsa-miR-21"
"Function","Carbohydrate Metabolism","hsa-miR-122"
"Function","Cardiac Regeneration","hsa-miR-199a-2"
"Function","Cardiac Regeneration","hsa-let-7a-2"
"Function","Cardiac Regeneration","hsa-miR-302a"
"Function","Cardiac Regeneration","hsa-miR-133a-1"
"Function","Cardiac Regeneration","hsa-let-7c"
"Function","Cardiac Regeneration","hsa-miR-302f"
"Function","Cardiac Regeneration","hsa-miR-15b"
"Function","Cardiac Regeneration","hsa-miR-99b"
"Function","Cardiac Regeneration","hsa-let-7a-3"
"Function","Cardiac Regeneration","hsa-miR-1-1"
"Function","Cardiac Regeneration","hsa-miR-302c"
"Function","Cardiac Regeneration","hsa-miR-302d"
"Function","Cardiac Regeneration","hsa-miR-100"
"Function","Cardiac Regeneration","hsa-miR-367"
"Function","Cardiac Regeneration","hsa-miR-133a-2"
"Function","Cardiac Regeneration","hsa-miR-199a-1"
"Function","Cardiac Regeneration","hsa-miR-99a"
"Function","Cardiac Regeneration","hsa-miR-15a"
"Function","Cardiac Regeneration","hsa-miR-1-2"
"Function","Cardiac Regeneration","hsa-miR-302b"
"Function","Cardiac Regeneration","hsa-let-7a-1"
"Function","Cardiac Regeneration","hsa-miR-302e"
"Function","Cardiac Remodeling","hsa-miR-17"
"Function","Cardiac Remodeling","hsa-miR-34a"
"Function","Cardiac Remodeling","hsa-miR-146a"
"Function","Cardiac Remodeling","hsa-miR-208b"
"Function","Cardiac Remodeling","hsa-miR-222"
"Function","Cardiac Remodeling","hsa-miR-184"
"Function","Cardiac Remodeling","hsa-miR-22"
"Function","Cardiac Remodeling","hsa-miR-21"
"Function","Cardiac Remodeling","hsa-miR-122"
"Function","Cardiogenesis","hsa-miR-1-1"
"Function","Cardiogenesis","hsa-miR-133a-2"
"Function","Cardiogenesis","hsa-miR-99a"
"Function","Cardiogenesis","hsa-miR-133a-1"
"Function","Cardiogenesis","hsa-miR-1-2"
"Function","Cardiogenesis","hsa-let-7c"
"Function","Cardiogenesis","hsa-miR-134"
"Function","Cardiomyocyte Apoptosis","hsa-miR-30d"
"Function","Cardiomyocyte Apoptosis","hsa-miR-30b"
"Function","Cardiomyocyte Apoptosis","hsa-miR-133a-2"
"Function","Cardiomyocyte Apoptosis","hsa-miR-133b"
"Function","Cardiomyocyte Apoptosis","hsa-miR-146b"
"Function","Cardiomyocyte Apoptosis","hsa-miR-133a-1"
"Function","Cardiomyocyte Apoptosis","hsa-miR-21"
"Function","Cardiomyocyte Differentiation","hsa-miR-590"
"Function","Cardiomyocyte Differentiation","hsa-miR-424"
"Function","Cardiomyocyte Differentiation","hsa-miR-222"
"Function","Cardiomyocyte Migration","hsa-miR-424"
"Function","Cardiomyocyte Migration","hsa-miR-222"
"Function","Cardiomyocyte Proliferation","hsa-miR-204"
"Function","Cardiomyocyte Proliferation","hsa-miR-424"
"Function","Cardiomyocyte Proliferation","hsa-miR-222"
"Function","Cardiomyocyte Proliferation","hsa-miR-10a"
"Function","Cardiotoxicity","hsa-miR-4423"
"Function","Cardiotoxicity","hsa-miR-199a-2"
"Function","Cardiotoxicity","hsa-miR-34c"
"Function","Cardiotoxicity","hsa-miR-199a-1"
"Function","Cardiotoxicity","hsa-miR-34b"
"Function","Cardiotoxicity","hsa-miR-424"
"Function","Cardiotoxicity","hsa-miR-34a"
"Function","Cardiotoxicity","hsa-miR-15b"
"Function","Cardiotoxicity","hsa-miR-146a"
"Function","Cardiotoxicity","hsa-miR-1303"
"Function","Cardiotoxicity","hsa-miR-199b"
"Function","Cardiotoxicity","hsa-miR-486-2"
"Function","Cardiotoxicity","hsa-miR-214"
"Function","Cardiotoxicity","hsa-miR-486-1"
"Function","Cardiotoxicity","hsa-miR-130a"
"Function","Cardiotoxicity","hsa-miR-182"
"Function","Cardiotoxicity","hsa-miR-187"
"Function","Cell Adhesion","hsa-miR-29b-1"
"Function","Cell Adhesion","hsa-miR-17"
"Function","Cell Adhesion","hsa-miR-29a"
"Function","Cell Adhesion","hsa-miR-200a"
"Function","Cell Adhesion","hsa-miR-29c"
"Function","Cell Adhesion","hsa-miR-200b"
"Function","Cell Adhesion","hsa-miR-200c"
"Function","Cell Adhesion","hsa-miR-29b-2"
"Function","Cell Cycle","hsa-let-7a-2"
"Function","Cell Cycle","hsa-let-7b"
"Function","Cell Cycle","hsa-miR-24-1"
"Function","Cell Cycle","hsa-miR-19b-1"
"Function","Cell Cycle","hsa-miR-34b"
"Function","Cell Cycle","hsa-miR-34a"
"Function","Cell Cycle","hsa-miR-185"
"Function","Cell Cycle","hsa-miR-9-1"
"Function","Cell Cycle","hsa-miR-33b"
"Function","Cell Cycle","hsa-miR-221"
"Function","Cell Cycle","hsa-miR-96"
"Function","Cell Cycle","hsa-miR-320a"
"Function","Cell Cycle","hsa-miR-107"
"Function","Cell Cycle","hsa-miR-103a-2"
"Function","Cell Cycle","hsa-miR-200c"
"Function","Cell Cycle","hsa-miR-20a"
"Function","Cell Cycle","hsa-miR-124-2"
"Function","Cell Cycle","hsa-miR-143"
"Function","Cell Cycle","hsa-miR-503"
"Function","Cell Cycle","hsa-miR-17"
"Function","Cell Cycle","hsa-miR-15b"
"Function","Cell Cycle","hsa-miR-92a-1"
"Function","Cell Cycle","hsa-miR-98"
"Function","Cell Cycle","hsa-miR-125b-1"
"Function","Cell Cycle","hsa-miR-200b"
"Function","Cell Cycle","hsa-let-7a-3"
"Function","Cell Cycle","hsa-miR-16-1"
"Function","Cell Cycle","hsa-miR-19b-2"
"Function","Cell Cycle","hsa-miR-29b-2"
"Function","Cell Cycle","hsa-miR-191"
"Function","Cell Cycle","hsa-miR-31"
"Function","Cell Cycle","hsa-miR-34c"
"Function","Cell Cycle","hsa-miR-1-1"
"Function","Cell Cycle","hsa-miR-103a-1"
"Function","Cell Cycle","hsa-miR-124-1"
"Function","Cell Cycle","hsa-miR-140"
"Function","Cell Cycle","hsa-miR-16-2"
"Function","Cell Cycle","hsa-miR-29b-1"
"Function","Cell Cycle","hsa-miR-206"
"Function","Cell Cycle","hsa-miR-449b"
"Function","Cell Cycle","hsa-miR-222"
"Function","Cell Cycle","hsa-miR-103b-2"
"Function","Cell Cycle","hsa-miR-24-2"
"Function","Cell Cycle","hsa-miR-103b-1"
"Function","Cell Cycle","hsa-miR-373"
"Function","Cell Cycle","hsa-miR-145"
"Function","Cell Cycle","hsa-miR-138-2"
"Function","Cell Cycle","hsa-miR-125b-2"
"Function","Cell Cycle","hsa-miR-18a"
"Function","Cell Cycle","hsa-miR-182"
"Function","Cell Cycle","hsa-miR-141"
"Function","Cell Cycle","hsa-miR-122"
"Function","Cell Cycle","hsa-miR-196a-2"
"Function","Cell Cycle","hsa-miR-21"
"Function","Cell Cycle","hsa-miR-223"
"Function","Cell Cycle","hsa-miR-320e"
"Function","Cell Cycle","hsa-miR-449a"
"Function","Cell Cycle","hsa-miR-9-3"
"Function","Cell Cycle","hsa-miR-196a-1"
"Function","Cell Cycle","hsa-miR-320b-2"
"Function","Cell Cycle","hsa-miR-210"
"Function","Cell Cycle","hsa-miR-195"
"Function","Cell Cycle","hsa-miR-424"
"Function","Cell Cycle","hsa-miR-9-2"
"Function","Cell Cycle","hsa-miR-15a"
"Function","Cell Cycle","hsa-miR-124-3"
"Function","Cell Cycle","hsa-miR-205"
"Function","Cell Cycle","hsa-miR-320b-1"
"Function","Cell Cycle","hsa-miR-92b"
"Function","Cell Cycle","hsa-miR-1-2"
"Function","Cell Cycle","hsa-miR-138-1"
"Function","Cell Cycle","hsa-miR-19a"
"Function","Cell Cycle","hsa-let-7a-1"
"Function","Cell Cycle","hsa-miR-27b"
"Function","Cell Cycle","hsa-miR-494"
"Function","Cell Cycle","hsa-miR-27a"
"Function","Cell Cycle","hsa-miR-155"
"Function","Cell Cycle","hsa-miR-331"
"Function","Cell Cycle","hsa-miR-497"
"Function","Cell Cycle","hsa-miR-150"
"Function","Cell Cycle","hsa-miR-372"
"Function","Cell Cycle","hsa-miR-92a-2"
"Function","Cell Cycle","hsa-let-7g"
"Function","Cell Death","hsa-let-7a-2"
"Function","Cell Death","hsa-let-7b"
"Function","Cell Death","hsa-miR-24-1"
"Function","Cell Death","hsa-miR-19b-1"
"Function","Cell Death","hsa-miR-128-2"
"Function","Cell Death","hsa-miR-203a"
"Function","Cell Death","hsa-miR-34a"
"Function","Cell Death","hsa-miR-7-1"
"Function","Cell Death","hsa-let-7i"
"Function","Cell Death","hsa-miR-29c"
"Function","Cell Death","hsa-miR-221"
"Function","Cell Death","hsa-let-7c"
"Function","Cell Death","hsa-miR-20a"
"Function","Cell Death","hsa-miR-7-3"
"Function","Cell Death","hsa-miR-30d"
"Function","Cell Death","hsa-let-7f-1"
